Document name;L0;L1;L2;Department;Subcategory;Target name; Target L0; Target L1; Target L2;Document type;Target type
PRO-85604;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-12322;Manufacturing;Batch Records;Batch Packaging Records (BPRs);PRO;PRO
PRO-96643;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-61797;Manufacturing;Batch Records;Batch Packaging Records (BPRs);PRO;PRO
PRO-01478;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-27394;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);PRO;PRO
PRO-69706;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-01127;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);PRO;PRO
PRO-74948;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;INS-97641;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);PRO;INS
PRO-74948;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-01127;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);PRO;PRO
PRO-75996;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-91335;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);PRO;PRO
INS-65194;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;PRO-97370;Quality Control (QC);Compliance Documents;Calibration Logs;INS;PRO
INS-65194;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;RD-11479;Quality Control (QC);Compliance Documents;Calibration Logs;INS;RD
PRO-38384;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-22253;Quality Control (QC);Compliance Documents;Calibration Logs;PRO;PRO
PRO-52389;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-60296;Quality Control (QC);Compliance Documents;Calibration Logs;PRO;PRO
PRO-74948;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-63488;Quality Control (QC);Compliance Documents;Calibration Logs;PRO;PRO
PRO-79888;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-60296;Quality Control (QC);Compliance Documents;Calibration Logs;PRO;PRO
PRO-96643;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-58809;Quality Control (QC);Compliance Documents;Calibration Logs;PRO;PRO
PRO-96643;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;RD-74834;Quality Control (QC);Compliance Documents;Calibration Logs;PRO;RD
INS-86628;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;INS-21201;Quality Control (QC);QC Reports;Certificate of Analysis (COA);INS;INS
PRO-13153;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-03299;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;PRO
PRO-47801;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;INS-06148;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;INS
PRO-54702;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-59120;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;PRO
PRO-74948;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;INS-06148;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;INS
PRO-79888;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-81412;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;PRO
PRO-82482;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;INS-26105;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;INS
PRO-82482;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-91895;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;PRO
PRO-85604;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-03299;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;PRO
INS-65194;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;INS-47979;Manufacturing;Quality Assurance;Deviation Reports;INS;INS
INS-92674;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;INS-83952;Manufacturing;Quality Assurance;Deviation Reports;INS;INS
INS-97641;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;INS;PRO-30993;Manufacturing;Quality Assurance;Deviation Reports;INS;PRO
PRO-20365;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-63190;Manufacturing;Quality Assurance;Deviation Reports;PRO;PRO
PRO-32429;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-58953;Manufacturing;Quality Assurance;Deviation Reports;PRO;PRO
PRO-65260;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;INS-83952;Manufacturing;Quality Assurance;Deviation Reports;PRO;INS
PRO-79888;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-83262;Manufacturing;Quality Assurance;Deviation Reports;PRO;PRO
PRO-01433;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;RD-55376;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;PRO;RD
PRO-01478;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;RD-55376;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;PRO;RD
PRO-13153;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;RD-75776;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;PRO;RD
INS-86628;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;PRO-37194;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;INS;PRO
PRO-01304;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-22628;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;PRO;PRO
PRO-27394;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-86549;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;PRO;PRO
PRO-28120;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-97838;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;PRO;PRO
PRO-54702;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-63766;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;PRO;PRO
PRO-61036;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-12302;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;PRO;PRO
INS-86628;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;PRO-73634;Research and Development (R&D);Laboratory Records;Experimental Data;INS;PRO
PRO-01304;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;RD-70884;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;RD
PRO-14870;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-36547;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;PRO
PRO-14870;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-80553;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;PRO
PRO-27394;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-80553;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;PRO
PRO-69706;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-15301;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;PRO
PRO-69706;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-16777;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;PRO
PRO-69706;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;RD-22680;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;RD
PRO-74948;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-53645;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;PRO
PRO-91335;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;RD-18460;Research and Development (R&D);Laboratory Records;Experimental Data;PRO;RD
INS-83757;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;PRO-31139;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;INS;PRO
INS-97641;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;INS;PRO-01976;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;INS;PRO
PRO-10338;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-35277;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;PRO
PRO-14870;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;RUL-32113;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;RUL
PRO-32429;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;RUL-32113;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;RUL
PRO-36639;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-74505;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;PRO
PRO-38384;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-14857;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;PRO
PRO-61036;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;RUL-17232;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;RUL
PRO-63769;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;RUL-59607;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;RUL
PRO-65260;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-11319;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;PRO
PRO-65260;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-33234;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;PRO
PRO-65260;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-48730;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;PRO
PRO-82482;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;RUL-34337;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;RUL
PRO-85604;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-48730;Manufacturing;Quality Assurance;Good Manufacturing Practice (GMP) Audits;PRO;PRO
PRO-14870;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;INS-07881;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;INS
PRO-20365;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;INS-07881;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;INS
PRO-20365;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;RD-55950;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;RD
PRO-28120;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;RD-04880;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;RD
PRO-38384;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-04804;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;PRO
PRO-61036;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;INS-74289;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;INS
PRO-65260;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-81774;Health, Safety, and Environment (HSE);Incident Reports;Hazard Analysis;PRO;PRO
PRO-01127;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-04564;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
PRO-10338;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;RD-77909;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;RD
PRO-66293;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-25757;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
PRO-66293;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;RD-78602;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;RD
PRO-69706;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-78939;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
PRO-96643;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-80229;Research and Development (R&D);Regulatory Submissions;Investigational New Drug (IND) Applications;PRO;PRO
INS-86628;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;RD-05543;Research and Development (R&D);Laboratory Records;Lab Notebooks;INS;RD
PRO-52389;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-38057;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
PRO-65260;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-59479;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
PRO-69706;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-88678;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
PRO-82482;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-88678;Research and Development (R&D);Laboratory Records;Lab Notebooks;PRO;PRO
INS-87257;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;INS;PRO-84411;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);INS;PRO
PRO-01304;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-64666;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
PRO-01478;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);OPS;PRO;PRO-96195;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
PRO-13153;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;INS-03426;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;INS
PRO-13153;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-16248;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
PRO-13153;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);R&D;PRO;PRO-24446;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);PRO;PRO
